$GPGGA,090216.20,3542.296511081,N,13943.272240495,E,4,09,1.13,23.598,M,36.997,M,4.2,2107*42
$PMSBATV,090216.20,2,2,-0.35971,0.53192,29.26996,-0.000,0.000,0.000,41.11267,0.000*49,,,
$GPGGA,090216.30,3542.296511045,N,13943.272240443,E,4,09,1.13,23.598,M,36.997,M,4.3,2107*41
$PMSBATV,090216.30,2,2,-0.36052,0.53390,29.26990,-0.000,-0.000,0.000,41.11267,0.000*68,,,
$GPGGA,090216.40,3542.296510992,N,13943.272240294,E,4,09,1.13,23.598,M,36.997,M,4.4,2107*4F
$PMSBATV,090216.40,2,2,-0.35251,0.53761,29.27102,-0.000,-0.000,-0.000,41.11267,0.000*48,,,
$GPGGA,090216.50,3542.296511042,N,13943.272240314,E,4,09,1.13,23.598,M,36.997,M,4.5,2107*43
$PMSBATV,090216.50,2,2,-0.34939,0.54019,29.27110,-0.000,-0.000,0.000,41.11267,0.000*6C,,,
$GPGGA,090216.60,3542.296510744,N,13943.272240287,E,4,09,1.13,23.599,M,36.997,M,4.6,2107*49
$PMSBATV,090216.60,2,2,-0.34955,0.54208,29.27054,0.000,0.000,-0.000,41.11267,0.000*4B,,,
$GPGGA,090216.70,3542.296510418,N,13943.272240151,E,4,09,1.13,23.599,M,36.997,M,4.7,2107*4B
$PMSBATV,090216.70,2,2,-0.35010,0.53725,29.27166,-0.000,-0.000,0.000,41.11267,0.000*63,,,
$GPGGA,090216.80,3542.296510379,N,13943.272240187,E,4,09,1.13,23.599,M,36.997,M,4.8,2107*40
$PMSBATV,090216.80,2,2,-0.35566,0.54014,29.27383,-0.000,-0.000,0.000,41.11267,0.000*63,,,
$GPGGA,090216.90,3542.296510309,N,13943.272240215,E,4,09,1.13,23.599,M,36.997,M,4.9,2107*4F
$PMSBATV,090216.90,2,2,-0.36092,0.54412,29.27148,0.000,0.000,0.000,41.11267,0.000*68,,,
$GPGGA,090217.00,3542.296510347,N,13943.272240320,E,4,09,1.13,23.599,M,36.997,M,5.0,2107*42
$PMSBATV,090217.00,2,2,-0.36591,0.54841,29.26969,0.000,0.000,0.000,41.11267,0.000*66,,,
$GPGGA,090217.10,3542.296510194,N,13943.272240196,E,4,09,1.13,23.599,M,36.997,M,5.1,2107*41
$PMSBATV,090217.10,2,2,-0.36803,0.54639,29.26846,-0.000,0.000,-0.000,41.11267,0.000*6C,,,
